date,p,low,high,liquidity,sentiment,ref_value,concentration,cost_to_move
2025-12-10,0.1682,0.0602,0.2817,0.9491,hawkish,4.75,0.1149,5496754852.4198
2025-12-11,0.1637,0.0601,0.2811,0.9495,hawkish,4.75,0.1159,5498195585.3262
2025-12-12,0.1648,0.06,0.2806,0.9497,hawkish,4.75,0.1169,5499138286.6208
2025-12-13,0.1703,0.06,0.2803,0.9499,hawkish,4.75,0.1179,5499685136.2203
2025-12-14,0.1648,0.06,0.2801,0.95,hawkish,4.75,0.1189,5499938314.0412
2025-12-15,0.1633,0.06,0.28,0.95,neutral,4.75,0.12,5500000000.0
2025-12-16,0.172,0.0602,0.2802,0.9499,neutral,4.7498,0.1211,5497960655.9578
2025-12-17,0.1721,0.0607,0.2806,0.9495,neutral,4.7491,0.1224,5491906419.825
2025-12-18,0.1682,0.0616,0.2814,0.9489,neutral,4.748,0.1238,5481932985.592
2025-12-19,0.1699,0.0628,0.2825,0.948,neutral,4.7464,0.1253,5468136047.2494
2025-12-20,0.1754,0.0643,0.2839,0.9469,neutral,4.7445,0.1269,5450611298.7877
2025-12-21,0.1756,0.0662,0.2855,0.9456,neutral,4.7422,0.1286,5429454434.1976
2025-12-22,0.1791,0.0683,0.2875,0.944,neutral,4.7394,0.1305,5404761147.4694
2025-12-23,0.1793,0.0708,0.2897,0.9422,neutral,4.7364,0.1324,5376627132.5939
2025-12-24,0.1836,0.0735,0.2923,0.9402,neutral,4.7329,0.1345,5345148083.5614
2025-12-25,0.1845,0.0766,0.2951,0.938,neutral,4.7292,0.1367,5310419694.3625
2025-12-26,0.1865,0.0799,0.2981,0.9355,neutral,4.7251,0.139,5272537658.9879
2025-12-27,0.1904,0.0834,0.3015,0.9329,neutral,4.7207,0.1413,5231597671.4279
2025-12-28,0.1987,0.0872,0.3051,0.9301,neutral,4.7161,0.1438,5187695425.6732
2025-12-29,0.1956,0.0913,0.309,0.927,neutral,4.7112,0.1463,5140926615.7142
2025-12-30,0.2032,0.0956,0.3131,0.9238,neutral,4.706,0.149,5091386935.5416
2025-12-31,0.2101,0.1002,0.3175,0.9204,neutral,4.7005,0.1517,5039172079.1459
2026-01-01,0.2094,0.1049,0.3221,0.9168,neutral,4.6949,0.1545,4984377740.5176
2026-01-02,0.2251,0.1099,0.3269,0.913,neutral,4.689,0.1574,4927099613.6472
2026-01-03,0.2222,0.1151,0.332,0.9091,neutral,4.6829,0.1603,4867433392.5253
2026-01-04,0.2328,0.1205,0.3373,0.905,neutral,4.6767,0.1633,4805474771.1424
2026-01-05,0.2289,0.126,0.3429,0.9007,neutral,4.6702,0.1664,4741319443.4891
2026-01-06,0.2351,0.1318,0.3487,0.8963,neutral,4.6637,0.1695,4675063103.5559
2026-01-07,0.2479,0.1377,0.3547,0.8917,neutral,4.657,0.1727,4606801445.3333
2026-01-08,0.2441,0.1437,0.3609,0.887,neutral,4.6501,0.176,4536630162.8119
2026-01-09,0.261,0.15,0.3673,0.8821,neutral,4.6432,0.1793,4464644949.9821
2026-01-10,0.2723,0.1563,0.3739,0.8771,neutral,4.6361,0.1826,4390941500.8347
2026-01-11,0.274,0.1628,0.3808,0.8719,neutral,4.629,0.186,4315615509.36
2026-01-12,0.2836,0.1694,0.3878,0.8666,neutral,4.6218,0.1895,4238762669.5487
2026-01-13,0.2895,0.1762,0.395,0.8612,neutral,4.6146,0.193,4160478675.3912
2026-01-14,0.2947,0.183,0.4024,0.8557,neutral,4.6073,0.1965,4080859220.8781
2026-01-15,0.303,0.19,0.41,0.85,dovish-pivot,4.6,0.2,4000000000.0
