date,p,low,high,liquidity,sentiment,ref_value,concentration,cost_to_move
2025-12-26,0.5517,0.4561,0.6473,0.8803,inflow-acceleration,3308009151.2051,0.1197,460580361.2169
2025-12-27,0.5617,0.4563,0.6475,0.8814,inflow-acceleration,3361313078.2535,0.1186,462709473.9239
2025-12-28,0.5588,0.4565,0.6477,0.8824,inflow-acceleration,3414697208.1846,0.1176,464810505.0305
2025-12-29,0.5559,0.4567,0.648,0.8834,inflow-acceleration,3468162045.9257,0.1166,466882848.049
2025-12-30,0.5572,0.4569,0.6481,0.8845,inflow-acceleration,3521708096.4038,0.1155,468925896.4917
2025-12-31,0.565,0.4571,0.6483,0.8855,inflow-acceleration,3575335864.5462,0.1145,470939043.871
2026-01-01,0.5581,0.4573,0.6485,0.8865,inflow-acceleration,3629045855.28,0.1135,472921683.6989
2026-01-02,0.5553,0.4575,0.6487,0.8874,inflow-acceleration,3682838573.5323,0.1126,474873209.4879
2026-01-03,0.5589,0.4577,0.6488,0.8884,inflow-acceleration,3736714524.2303,0.1116,476793014.7503
2026-01-04,0.559,0.4579,0.649,0.8893,inflow-acceleration,3790674212.3011,0.1107,478680492.9982
2026-01-05,0.5645,0.4581,0.6491,0.8903,inflow-acceleration,3844718142.6718,0.1097,480535037.7441
2026-01-06,0.5557,0.4582,0.6493,0.8912,inflow-acceleration,3898846820.2697,0.1088,482356042.5001
2026-01-07,0.56,0.4584,0.6494,0.8921,inflow-acceleration,3953060750.0219,0.1079,484142900.7785
2026-01-08,0.5572,0.4586,0.6495,0.8929,inflow-acceleration,4007360436.8554,0.1071,485895006.0917
2026-01-09,0.5675,0.4588,0.6496,0.8938,inflow-acceleration,4061746385.6975,0.1062,487611751.952
2026-01-10,0.563,0.4589,0.6497,0.8946,inflow-acceleration,4116219101.4753,0.1054,489292531.8715
2026-01-11,0.5682,0.4591,0.6498,0.8955,inflow-acceleration,4170779089.116,0.1045,490936739.3625
2026-01-12,0.5618,0.4593,0.6498,0.8963,inflow-acceleration,4225426853.5466,0.1037,492543767.9375
2026-01-13,0.5675,0.4594,0.6499,0.8971,inflow-acceleration,4280162899.6944,0.1029,494113011.1086
2026-01-14,0.5627,0.4596,0.6499,0.8978,inflow-acceleration,4334987732.4865,0.1022,495643862.3881
2026-01-15,0.5711,0.4597,0.65,0.8986,inflow-acceleration,4389901856.85,0.1014,497135715.2883
2026-01-16,0.568,0.4599,0.65,0.8993,inflow-acceleration,4444905777.7122,0.1007,498587963.3215
2026-01-17,0.5685,0.46,0.65,0.9,liquidity-expansion,4500000000.0,0.1,500000000.0
