date,p,low,high,liquidity,sentiment,ref_value,concentration,cost_to_move
2025-11-18,0.1177,0.0668,0.1969,0.4401,uncertain,5712.803,0.2977,164796009.6093
2025-11-19,0.1223,0.0684,0.2023,0.4352,uncertain,5705.0604,0.3042,162878265.5438
2025-11-20,0.1217,0.07,0.2074,0.4305,uncertain,5697.5666,0.3105,161049048.0267
2025-11-21,0.1256,0.0716,0.2124,0.4259,uncertain,5690.3861,0.3165,159319649.3394
2025-11-22,0.1287,0.073,0.217,0.4216,uncertain,5683.5834,0.3222,157701361.7631
2025-11-23,0.1314,0.0743,0.2214,0.4175,uncertain,5677.2229,0.3275,156205477.5794
2025-11-24,0.1374,0.0756,0.2254,0.4138,uncertain,5671.3692,0.3324,154843289.0694
2025-11-25,0.1348,0.0767,0.229,0.4104,uncertain,5666.0868,0.3367,153626088.5146
2025-11-26,0.1385,0.0776,0.2322,0.4074,uncertain,5661.4401,0.3406,152565168.1963
2025-11-27,0.1357,0.0785,0.2349,0.4049,uncertain,5657.4936,0.3438,151671820.3959
2025-11-28,0.1413,0.0791,0.2371,0.4028,uncertain,5654.3119,0.3465,150957337.3947
2025-11-29,0.1381,0.0796,0.2387,0.4013,uncertain,5651.9594,0.3484,150433011.4741
2025-11-30,0.141,0.0799,0.2397,0.4003,uncertain,5650.5006,0.3496,150110134.9154
2025-12-01,0.1406,0.08,0.24,0.4,fear,5650.0,0.35,150000000.0
2025-12-02,0.1373,0.08,0.2399,0.4003,fear,5650.0019,0.3498,150220370.3704
2025-12-03,0.1351,0.0799,0.2397,0.4011,fear,5650.0148,0.3493,150874074.0741
2025-12-04,0.1377,0.0797,0.2394,0.4025,fear,5650.05,0.3485,151950000.0
2025-12-05,0.1425,0.0795,0.2389,0.4043,fear,5650.1185,0.3473,153437037.037
2025-12-06,0.1396,0.0793,0.2382,0.4067,fear,5650.2315,0.3458,155324074.0741
2025-12-07,0.1374,0.079,0.2374,0.4096,fear,5650.4,0.344,157600000.0
2025-12-08,0.1363,0.0786,0.2365,0.413,fear,5650.6352,0.3418,160253703.7037
2025-12-09,0.1369,0.0781,0.2354,0.4168,fear,5650.9481,0.3393,163274074.0741
2025-12-10,0.1373,0.0776,0.2341,0.4212,fear,5651.35,0.3365,166650000.0
2025-12-11,0.134,0.077,0.2326,0.4259,fear,5651.8519,0.3333,170370370.3704
2025-12-12,0.1347,0.0764,0.2309,0.4311,fear,5652.4648,0.3298,174424074.0741
2025-12-13,0.1345,0.0757,0.2291,0.4368,fear,5653.2,0.326,178800000.0
2025-12-14,0.1311,0.0749,0.2271,0.4429,fear,5654.0685,0.3218,183487037.037
2025-12-15,0.1352,0.074,0.2249,0.4494,fear,5655.0815,0.3173,188474074.0741
2025-12-16,0.1322,0.0731,0.2225,0.4562,fear,5656.25,0.3125,193750000.0
2025-12-17,0.1279,0.0721,0.2199,0.4635,fear,5657.5852,0.3073,199303703.7037
2025-12-18,0.1295,0.0711,0.2171,0.4712,fear,5659.0981,0.3018,205124074.0741
2025-12-19,0.1257,0.0699,0.2141,0.4792,fear,5660.8,0.296,211200000.0
2025-12-20,0.1248,0.0687,0.2109,0.4876,fear,5662.7019,0.2898,217520370.3704
2025-12-21,0.1235,0.0674,0.2074,0.4963,fear,5664.8148,0.2833,224074074.0741
2025-12-22,0.1218,0.066,0.2037,0.5054,fear,5667.15,0.2765,230850000.0
2025-12-23,0.1223,0.0646,0.1998,0.5147,fear,5669.7185,0.2693,237837037.037
2025-12-24,0.1156,0.0631,0.1957,0.5244,fear,5672.5315,0.2618,245024074.0741
2025-12-25,0.117,0.0614,0.1914,0.5344,fear,5675.6,0.254,252400000.0
2025-12-26,0.1151,0.0597,0.1868,0.5447,fear,5678.9352,0.2458,259953703.7037
2025-12-27,0.1106,0.058,0.1819,0.5552,fear,5682.5481,0.2373,267674074.0741
2025-12-28,0.1093,0.0561,0.1768,0.5661,fear,5686.45,0.2285,275550000.0
2025-12-29,0.1055,0.0542,0.1715,0.5771,fear,5690.6519,0.2193,283570370.3704
2025-12-30,0.1057,0.0521,0.1659,0.5884,fear,5695.1648,0.2098,291724074.0741
2025-12-31,0.0991,0.05,0.16,0.6,recovery,5700.0,0.2,300000000.0
