date,p,low,high,liquidity,sentiment,ref_value,concentration,cost_to_move
2025-10-29,0.2852,0.1721,0.3769,0.8555,softening,4.2827,0.1445,1817257979.2415
2025-10-30,0.2842,0.171,0.3764,0.8563,softening,4.2801,0.1437,1819856176.881
2025-10-31,0.2825,0.1698,0.3759,0.8572,softening,4.2774,0.1428,1822642799.5023
2025-11-01,0.2826,0.1685,0.3753,0.8581,softening,4.2744,0.1419,1825619039.6686
2025-11-02,0.2818,0.1672,0.3747,0.8591,softening,4.2712,0.1409,1828786089.9431
2025-11-03,0.2807,0.1658,0.374,0.8601,softening,4.2679,0.1399,1832145142.8889
2025-11-04,0.2796,0.1643,0.3733,0.8612,softening,4.2643,0.1388,1835697391.0693
2025-11-05,0.2766,0.1628,0.3726,0.8623,softening,4.2606,0.1377,1839444027.0473
2025-11-06,0.2767,0.1612,0.3718,0.8635,softening,4.2566,0.1365,1843386243.3862
2025-11-07,0.2759,0.1596,0.371,0.8647,softening,4.2525,0.1353,1847525232.6492
2025-11-08,0.272,0.1579,0.3701,0.866,softening,4.2481,0.134,1851862187.3994
2025-11-09,0.2699,0.1561,0.3692,0.8674,softening,4.2436,0.1326,1856398300.2
2025-11-10,0.2719,0.1543,0.3682,0.8688,softening,4.2389,0.1312,1861134763.6141
2025-11-11,0.2738,0.1524,0.3672,0.8702,softening,4.2339,0.1298,1866072770.205
2025-11-12,0.268,0.1505,0.3661,0.8717,softening,4.2288,0.1283,1871213512.5358
2025-11-13,0.2686,0.1485,0.365,0.8733,softening,4.2234,0.1267,1876558183.1698
2025-11-14,0.2681,0.1464,0.3638,0.8749,softening,4.2179,0.1251,1882107974.67
2025-11-15,0.2622,0.1443,0.3626,0.8765,softening,4.2121,0.1235,1887864079.5996
2025-11-16,0.2632,0.1422,0.3613,0.8782,softening,4.2062,0.1218,1893827690.5219
2025-11-17,0.2583,0.14,0.36,0.88,stabilizing,4.2,0.12,1900000000.0
