date,p,low,high,liquidity,sentiment,ref_value,concentration,cost_to_move
2025-11-11,0.4168,0.2977,0.551,0.5209,sec-comment,3058.9029,0.3958,130912428.4634
2025-11-12,0.4256,0.2954,0.5499,0.5183,sec-comment,3054.329,0.3998,129131266.5037
2025-11-13,0.4217,0.2929,0.5487,0.5156,sec-comment,3049.4514,0.4039,127270076.8619
2025-11-14,0.4143,0.2903,0.5475,0.5127,sec-comment,3044.2616,0.4082,125328785.9155
2025-11-15,0.411,0.2875,0.5461,0.5098,sec-comment,3038.7512,0.4127,123307320.042
2025-11-16,0.4088,0.2845,0.5447,0.5068,sec-comment,3032.9115,0.4172,121205605.6189
2025-11-17,0.4085,0.2814,0.5431,0.5037,sec-comment,3026.734,0.4219,119023569.0236
2025-11-18,0.4086,0.2782,0.5415,0.5004,sec-comment,3020.2102,0.4267,116761136.6336
2025-11-19,0.4028,0.2748,0.5398,0.4971,sec-comment,3013.3316,0.4317,114418234.8264
2025-11-20,0.4023,0.2712,0.5379,0.4937,sec-comment,3006.0895,0.4368,111994789.9795
2025-11-21,0.3981,0.2674,0.536,0.4902,sec-comment,2998.4755,0.442,109490728.4703
2025-11-22,0.3939,0.2635,0.5339,0.4866,sec-comment,2990.481,0.4473,106905976.6764
2025-11-23,0.391,0.2594,0.5317,0.4829,sec-comment,2982.0976,0.4527,104240460.9752
2025-11-24,0.3887,0.2551,0.5295,0.4791,sec-comment,2973.3165,0.4583,101494107.7441
2025-11-25,0.3898,0.2507,0.5271,0.4752,sec-comment,2964.1293,0.4639,98666843.3607
2025-11-26,0.3827,0.2461,0.5245,0.4712,sec-comment,2954.5275,0.4697,95758594.2025
2025-11-27,0.3748,0.2412,0.5219,0.4671,sec-comment,2944.5026,0.4756,92769286.6468
2025-11-28,0.3755,0.2362,0.5191,0.463,sec-comment,2934.0459,0.4815,89698847.0713
2025-11-29,0.3787,0.231,0.5162,0.4587,sec-comment,2923.1489,0.4876,86547201.8533
2025-11-30,0.3631,0.2256,0.5132,0.4544,sec-comment,2911.8031,0.4937,83314277.3704
2025-12-01,0.355,0.22,0.51,0.45,regulatory-pushback,2900.0,0.5,80000000.0
