date,p,low,high,liquidity,sentiment,ref_value,concentration,cost_to_move
2025-11-16,0.4918,0.3714,0.6316,0.6513,floor-debate,175131220014.4456,0.3974,1206484933.5374
2025-11-17,0.4897,0.3728,0.6331,0.6526,floor-debate,175261795847.3007,0.3948,1212971321.3483
2025-11-18,0.4931,0.3742,0.6347,0.6539,floor-debate,175391703164.3942,0.3922,1219459175.8098
2025-11-19,0.4944,0.3756,0.6362,0.6552,floor-debate,175520917631.555,0.3896,1225948509.299
2025-11-20,0.4961,0.377,0.6378,0.6565,floor-debate,175649414914.6119,0.387,1232439334.193
2025-11-21,0.5008,0.3784,0.6393,0.6578,floor-debate,175777170679.3937,0.3845,1238931662.8688
2025-11-22,0.5016,0.3797,0.6409,0.659,floor-debate,175904160591.7292,0.3819,1245425507.7036
2025-11-23,0.4994,0.3811,0.6424,0.6603,floor-debate,176030360317.4472,0.3794,1251920881.0745
2025-11-24,0.5037,0.3824,0.6439,0.6616,floor-debate,176155745522.3766,0.3769,1258417795.3585
2025-11-25,0.5069,0.3838,0.6454,0.6628,floor-debate,176280291872.3462,0.3744,1264916262.9327
2025-11-26,0.5048,0.3851,0.6468,0.664,floor-debate,176403975033.1848,0.3719,1271416296.1742
2025-11-27,0.5098,0.3864,0.6483,0.6653,floor-debate,176526770670.7214,0.3695,1277917907.4601
2025-11-28,0.508,0.3877,0.6497,0.6665,floor-debate,176648654450.7845,0.367,1284421109.1675
2025-11-29,0.5132,0.389,0.6511,0.6677,floor-debate,176769602039.2032,0.3646,1290925913.6735
2025-11-30,0.5162,0.3902,0.6525,0.6689,floor-debate,176889589101.8062,0.3622,1297432333.3551
2025-12-01,0.5153,0.3915,0.6539,0.6701,floor-debate,177008591304.4223,0.3598,1303940380.5895
2025-12-02,0.5147,0.3927,0.6553,0.6713,floor-debate,177126584312.8804,0.3575,1310450067.7537
2025-12-03,0.5188,0.3939,0.6566,0.6724,floor-debate,177243543793.0094,0.3551,1316961407.2248
2025-12-04,0.5175,0.3952,0.6579,0.6736,floor-debate,177359445410.638,0.3528,1323474411.3799
2025-12-05,0.5206,0.3963,0.6592,0.6747,floor-debate,177474264831.595,0.3505,1329989092.5961
2025-12-06,0.5278,0.3975,0.6605,0.6759,floor-debate,177587977721.7092,0.3482,1336505463.2505
2025-12-07,0.5226,0.3987,0.6617,0.677,floor-debate,177700559746.8096,0.346,1343023535.7202
2025-12-08,0.5239,0.3998,0.6629,0.6781,floor-debate,177811986572.725,0.3438,1349543322.3822
2025-12-09,0.5235,0.4009,0.6641,0.6792,floor-debate,177922233865.2841,0.3416,1356064835.6137
2025-12-10,0.5283,0.402,0.6652,0.6803,floor-debate,178031277290.3158,0.3394,1362588087.7917
2025-12-11,0.5265,0.4031,0.6663,0.6814,floor-debate,178139092513.6489,0.3372,1369113091.2933
2025-12-12,0.5301,0.4042,0.6674,0.6825,floor-debate,178245655201.1123,0.3351,1375639858.4956
2025-12-13,0.5297,0.4052,0.6685,0.6835,floor-debate,178350941018.5348,0.333,1382168401.7757
2025-12-14,0.5337,0.4063,0.6695,0.6845,floor-debate,178454925631.745,0.3309,1388698733.5107
2025-12-15,0.5346,0.4073,0.6704,0.6856,floor-debate,178557584706.5721,0.3288,1395230866.0777
2025-12-16,0.5322,0.4082,0.6714,0.6866,floor-debate,178658893908.8447,0.3268,1401764811.8537
2025-12-17,0.535,0.4092,0.6723,0.6876,floor-debate,178758828904.3916,0.3248,1408300583.2158
2025-12-18,0.5353,0.4101,0.6731,0.6886,floor-debate,178857365359.0417,0.3229,1414838192.5412
2025-12-19,0.5367,0.411,0.6739,0.6895,floor-debate,178954478938.6239,0.3209,1421377652.2069
2025-12-20,0.5406,0.4119,0.6747,0.6905,floor-debate,179050145308.9669,0.319,1427918974.59
2025-12-21,0.5397,0.4128,0.6754,0.6914,floor-debate,179144340135.8996,0.3171,1434462172.0676
2025-12-22,0.5415,0.4136,0.6761,0.6924,floor-debate,179237039085.2508,0.3153,1441007257.0168
2025-12-23,0.5359,0.4145,0.6767,0.6933,floor-debate,179328217822.8492,0.3134,1447554241.8147
2025-12-24,0.5424,0.4152,0.6773,0.6942,floor-debate,179417852014.5239,0.3116,1454103138.8383
2025-12-25,0.5444,0.416,0.6779,0.6951,floor-debate,179505917326.1035,0.3099,1460653960.4647
2025-12-26,0.5407,0.4167,0.6783,0.6959,floor-debate,179592389423.4169,0.3082,1467206719.0711
2025-12-27,0.5474,0.4174,0.6788,0.6968,floor-debate,179677243972.293,0.3065,1473761427.0345
2025-12-28,0.5499,0.4181,0.6792,0.6976,floor-debate,179760456638.5605,0.3048,1480318096.732
2025-12-29,0.5478,0.4188,0.6795,0.6984,floor-debate,179842003088.0483,0.3032,1486876740.5407
2025-12-30,0.548,0.4194,0.6798,0.6992,floor-debate,179921858986.5852,0.3016,1493437370.8377
2025-12-31,0.5477,0.42,0.68,0.7,bipartisan-hope,180000000000.0,0.3,1500000000.0
